timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,thrust_x,thrust_y,thrust_z
1756645489832,0.000000,4.450407,0.000000,0.000000,3.646492,0.000000,0.000000,15.000000,0.000000
1756645489848,0.000000,4.511709,0.000000,0.000000,3.732992,0.000000,0.000000,15.000000,0.000000
1756645489852,0.000000,4.526074,0.000000,0.000000,3.732992,0.000000,0.000000,15.000000,0.000000
1756645489865,0.000000,4.574597,0.000000,0.000000,3.819492,0.000000,0.000000,15.000000,0.000000
1756645489869,0.000000,4.588795,0.000000,0.000000,3.819492,0.000000,0.000000,15.000000,0.000000
1756645489882,0.000000,4.638900,0.000000,0.000000,3.905992,0.000000,0.000000,15.000000,0.000000
1756645489885,0.000000,4.652678,0.000000,0.000000,3.905992,0.000000,0.000000,15.000000,0.000000
1756645489898,0.000000,4.704967,0.000000,0.000000,3.992491,0.000000,0.000000,15.000000,0.000000
1756645489902,0.000000,4.718804,0.000000,0.000000,3.992491,0.000000,0.000000,15.000000,0.000000
1756645489916,0.000000,4.774745,0.000000,0.000000,4.078991,0.000000,0.000000,15.000000,0.000000
1756645489918,0.000000,4.785950,0.000000,0.000000,4.078991,0.000000,0.000000,15.000000,0.000000
1756645489932,0.000000,4.840731,0.000000,0.000000,4.165492,0.000000,0.000000,15.000000,0.000000
1756645489935,0.000000,4.854550,0.000000,0.000000,4.165492,0.000000,0.000000,15.000000,0.000000
1756645489948,0.000000,4.910678,0.000000,0.000000,4.251992,0.000000,0.000000,15.000000,0.000000
1756645489951,0.000000,4.920644,0.000000,0.000000,4.251992,0.000000,0.000000,15.000000,0.000000
1756645489965,0.000000,4.982353,0.000000,0.000000,4.338492,0.000000,0.000000,15.000000,0.000000
1756645489970,0.000000,5.002348,0.000000,0.000000,4.338492,0.000000,0.000000,15.000000,0.000000
1756645489982,0.000000,5.055114,0.000000,0.000000,4.424992,0.000000,0.000000,15.000000,0.000000
1756645489998,0.000000,5.128367,0.000000,0.000000,4.261492,0.000000,0.000000,0.000000,0.000000
1756645490015,0.000000,5.197303,0.000000,0.000000,4.097992,0.000000,0.000000,0.000000,0.000000
1756645490032,0.000000,5.264686,0.000000,0.000000,3.934492,0.000000,0.000000,0.000000,0.000000
1756645490048,0.000000,5.328684,0.000000,0.000000,3.770992,0.000000,0.000000,0.000000,0.000000
1756645490065,0.000000,5.390369,0.000000,0.000000,3.607492,0.000000,0.000000,0.000000,0.000000
1756645490082,0.000000,5.449371,0.000000,0.000000,3.443992,0.000000,0.000000,0.000000,0.000000
1756645490085,0.000000,5.461466,0.000000,0.000000,3.443992,0.000000,0.000000,0.000000,0.000000
1756645490098,0.000000,5.505351,0.000000,0.000000,3.280492,0.000000,0.000000,0.000000,0.000000
1756645490102,0.000000,5.516263,0.000000,0.000000,3.280492,0.000000,0.000000,0.000000,0.000000
